,g_t,g,g_err,r_t,r,r_err,i_t,i,i_err,z_t,z,z_err,sn,sn_type,redshift
104,-0.25883549987805754,-0.2803298889150633,-0.8798194206333589,-0.32688050275247904,-0.7855433988555507,-0.9981365868237146,-0.32685343632332686,-0.8116823557326288,-0.9913529551564647,-0.25874076737607443,-0.571774926115916,-0.9609544894395449,13554190,4,-0.7477233710823155
105,-0.17858353745851374,-0.1273398962818838,-0.8447306270467946,-0.25880843344890536,-0.6855640020864551,-0.9902889074959185,-0.2587813670197533,-0.7464369590445672,-0.9812328682725027,-0.17844820531275352,-0.5780234662011642,-0.9691086661276491,13554190,4,-0.7477233710823155
106,-0.12702198993435543,-0.0939702913456888,-0.6948070154919693,-0.1785429378148351,-0.5330524058272226,-0.9763769974616551,-0.17851587138568292,-0.6164674917065142,-0.9745496758849425,-0.12692725743227384,-0.5704381341540254,-0.9487092629602953,13554190,4,-0.7477233710823155
107,-0.030800834318339576,-0.011503726284862625,-0.5947378145186012,-0.12699492350520336,-0.4589517335363483,-0.8839035495418616,-0.1269678570760513,-0.5191742649049084,-0.9152539954476786,-0.03070610181635658,-0.551062497130871,-0.9539198279970197,13554190,4,-0.7477233710823155
108,0.05056085169624214,0.043973096887394814,-0.7645747012882779,-0.03077376788918751,-0.3796830789879039,-0.9039889258510251,-0.03074670146003544,-0.36878939180482084,-0.9073405416315297,0.05069618384200236,-0.5525175321026423,-0.9352011965790785,13554190,4,-0.7477233710823155
109,0.17069519746323802,0.09117406814775175,-0.8163894545513158,0.05060145133992111,-0.2854248059936778,-0.8972813665927728,0.05062851776907307,-0.29888727128005965,-0.8600845942661955,0.17078992996522113,-0.555376144890998,-0.9767672349903714,13554190,4,-0.7477233710823155
110,0.2940098486549625,0.14364360181308355,-0.4593389506640161,0.170735797106917,-0.18015592616886444,-0.9326055492697191,0.17076286353606895,-0.2183139439696482,-0.9161330057972772,0.2941045811569456,-0.4877285463486396,-0.9533195722223667,13554190,4,-0.7477233710823155
111,0.40138237307936686,0.21660808612878557,-0.7944283502293119,0.29403691508411467,-0.03183648355660329,-0.6781500302206378,0.2940639815132666,-0.14143229095373555,-0.8315939993084004,0.4015177052250287,-0.3938207396789779,-0.9561809098184024,13554190,4,-0.7477233710823155
112,0.4963855393837362,0.2994810205889631,-0.6331971561758067,0.40140943950842045,-0.015700973446376332,-0.9031166841528067,0.4014365059375724,-0.0597403102631493,-0.8749044384793376,0.49650733831487126,-0.2899285432438031,-0.9222755009755648,13554190,4,-0.7477233710823155
113,0.5901301167327808,0.33850773661865086,-0.5548982084027094,0.4964126058128884,0.01966057781005981,-0.8501878380767078,0.49643967224204033,-0.005261758516824422,-0.8223009513606748,0.5902248492348623,-0.16483648188864608,-0.8921243792497919,13554190,4,-0.7477233710823155
114,0.6448313700379886,0.3760159325544097,-0.36871188529872456,0.590157183161933,0.1128154312258578,-0.7629631974396247,0.590184249591085,-0.0018105201601762433,-0.8253881017439288,0.6449261025400701,-0.09386776548034015,-0.8470430381818708,13554190,4,-0.7477233710823155
115,0.7937779296315053,0.47468402803638,-0.21798064401367545,0.6448584364671408,0.17160329063160162,-0.6209385744211824,0.6448855028962928,-0.011566897746569493,-0.7778006233148008,0.793872662133488,0.09254511185524938,-0.6689659578424689,13554190,4,-0.7477233710823155
116,0.9283116157044491,0.45118481340306205,-0.34807193822152904,0.793804996060657,0.2551341749441933,-0.5674676248617213,0.7938455957044344,0.04281372151581753,-0.671738376601699,0.9688165269223004,0.30729477905418956,-0.3299646586316022,13554190,4,-0.7477233710823155
117,-0.9856426682712541,0.7699760176202632,0.9790448436979464,-0.5589944939352862,-0.27568859623773134,-0.8401754709891376,-0.869593539613609,0.3064164824076281,0.0915194419898071,-0.5584787200301299,-0.3282130317816728,-0.8357612620710964,23138561,4,-0.20270201667153231
118,-0.5977935859498024,0.19138897974392832,-0.7622241132119068,-0.4175821834920772,-0.6751164027186223,-0.9468288397714031,-0.7778502562359524,0.3857363161115668,-0.17362244655632098,-0.5350239016936165,-0.3506399556403649,-0.8770294889749349,23138561,4,-0.20270201667153231
119,-0.5591105430639206,-0.1568902715129532,-0.8985672326287489,-0.3651537660340932,-0.6609384106816482,-0.9451147818470693,-0.5974712272590679,-0.013309211068150306,-0.7321680520956111,-0.4168601000249146,-0.4401157352938624,-0.9135680403254425,23138561,4,-0.20270201667153231
120,-0.4176982326207117,-0.5400019873014965,-0.9315467955272854,-0.27552515566749314,-0.5321658671517101,-0.8875651412821237,-0.5587752900256018,-0.23487108552530123,-0.7332446913867448,-0.3288690718071555,-0.44549753394044134,-0.9356877575807326,23138561,4,-0.20270201667153231
121,-0.3652698151627275,-0.4378602450397746,-0.9193385515433906,-0.19826222467677979,-0.3920557997882411,-0.8805284142090307,-0.41737587393007103,-0.7454062486305781,-0.9667377435588544,-0.27497069871949,-0.43220175540644257,-0.9247325972301864,23138561,4,-0.20270201667153231
122,-0.2756412047961275,-0.16578603772135325,-0.8040799029142736,-0.10868519170070479,-0.2565592660125201,-0.7913368998036708,-0.32917853615021186,-0.7415348578854561,-0.9673094756101513,-0.1859610170390964,-0.4215111377726115,-0.931299030237111,23138561,4,-0.20270201667153231
123,-0.19837827380541417,0.005759009870794696,-0.7813225386821675,-0.018876060467267197,-0.1505269259902846,-0.8141839129804226,-0.2752801630625462,-0.6760142433064938,-0.9339072404782289,-0.09702870144439657,-0.4093178204186143,-0.9248381290726426,23138561,4,-0.20270201667153231
124,-0.058190926387033604,0.196090287879497,-0.47089372087035763,0.0709717538089234,-0.07065427969788951,-0.8299820396252233,-0.19805591511467968,-0.5295990699111192,-0.8913809204288408,-0.005852769362421295,-0.4037385778221688,-0.934474036269978,23138561,4,-0.20270201667153231
125,0.007634718257149675,0.21412613008078973,-0.6479251405735362,0.1359979489001566,-0.027576542686372885,-0.7912701279781019,-0.10847888213860479,-0.39937567930942697,-0.8480884501738153,0.08457529055712865,-0.38173413209193774,-0.9486138005144283,23138561,4,-0.20270201667153231
126,0.09669597732806845,0.21690116406370108,-0.8028612313158335,0.22610365012897193,0.0010766119656706596,-0.6990268252213274,-0.01866975090526113,-0.272687614680274,-0.838418783641702,0.17370102136625043,-0.3639409347576674,-0.9358745830498942,23138561,4,-0.20270201667153231
127,0.1865308972567683,0.2544623916694202,-0.47225759596115624,0.3542476768622942,0.08671051484787329,-0.48898952529460493,0.07117806337102328,-0.18664482395010362,-0.8183941633452896,0.2510800014855983,-0.3229632989821235,-0.9036603644822849,23138561,4,-0.20270201667153231
128,0.3799203229909145,0.27758301081907777,-0.6700337073667664,0.4190030906532243,0.14042137537418786,-0.38909357568770486,0.13638477932900006,-0.09032910529247551,-0.6952306440786593,0.35494397163419444,-0.21805093134701037,-0.7831637561246165,23138561,4,-0.20270201667153231
129,-0.59779475143354,0.42259124990603114,-0.7219345985191894,-0.5852647153653119,0.003008320822015964,-0.8934656367052531,-0.8235509984487994,0.7082507067024026,0.29175483064966223,-0.5846179220055197,0.14502068251509148,-0.8126858963884762,10741283,4,-0.009593994083154311
130,-0.5096786678280505,-0.3039593772238358,-0.8940195344674373,-0.49685694063676256,-0.442602521559069,-0.9548589774654227,-0.5220565172234461,-0.3418203566433968,-0.9604866219448515,-0.49656524951370273,-0.3033685547529278,-0.9805511353309728,10741283,4,-0.009593994083154311
131,-0.3700981243389043,-0.30106424999408443,-0.9381318936107006,-0.3689313598467573,-0.528062109245081,-0.9578639791385116,-0.46909555505639766,-0.5193221680703646,-0.9532485600519341,-0.3683099309324527,-0.38442081544584283,-0.9555662854719553,10741283,4,-0.009593994083154311
132,-0.30656018840570154,-0.09349220543223513,-0.9155007987785542,-0.30644604840105405,-0.4317292216099129,-0.9556543248684279,-0.3678406886909805,-0.6145149876274107,-0.9815867834756793,-0.29399210566928824,-0.3430853066827426,-0.9331730991832325,10741283,4,-0.009593994083154311
133,-0.2056984709453865,0.13842037586827005,-0.8768996230346774,-0.20549555538148667,-0.2506147602387916,-0.9609589887914786,-0.30473394833097256,-0.5720898217510411,-0.9732682675433674,-0.19239481928983637,-0.3113021343577149,-0.9565359717905437,10741283,4,-0.009593994083154311
134,-0.1167834073070877,0.2732500107855502,-0.6259701256776271,-0.11660585618876762,-0.0956707962812311,-0.9241621327521692,-0.20530532204037666,-0.41277603601502477,-0.9720815011228794,-0.10453238013912936,-0.25521678078716303,-0.9542939020652577,10741283,4,-0.009593994083154311
135,-0.015769503173847732,0.3785360670942626,-0.7756997607531156,-0.01556658760994778,0.01196482776932295,-0.9206798968042716,-0.11652976285230532,-0.25420491726204275,-0.9624879942097618,-0.014780289800020774,-0.23917927754812696,-0.9531630858909574,10741283,4,-0.009593994083154311
136,0.04949321505213411,0.42915702928863886,-0.779864617377192,0.060273104382095655,0.05935369668147028,-0.8779378838881623,-0.027513241432148727,-0.13112744137488985,-0.9098471783405921,0.060716982178080414,-0.21724775621357617,-0.9251408468628302,10741283,4,-0.009593994083154311
137,0.09877633262423724,0.44156792024324965,-0.8123750587286704,0.12568800928100243,0.10950430806614397,-0.8746481855655834,0.04795866610046495,-0.04132366746170746,-0.9150315833020333,0.13710200974805864,-0.19558217319465365,-0.9245536252518071,10741283,4,-0.009593994083154311
138,0.16160406408388317,0.4147725915632028,-0.6870919810550769,0.18703192067995422,0.1615587531750189,-0.8598006512516472,0.09991773267098902,0.00929440011804128,-0.926266051451874,0.18797040516280616,-0.15866524408294702,-0.9250767736321157,10741283,4,-0.009593994083154311
139,0.2507981366224519,0.4479122855840969,-0.4226579835754547,0.2522692744604482,0.20261074489822928,-0.7187609651477149,0.1616928396431354,0.06537760798368653,-0.8863628192617079,0.3649381412928294,-0.06317977233182015,-0.9299570605417098,10741283,4,-0.009593994083154311
140,0.36613027023046385,0.4968351537324862,-0.42260348404107173,0.3776457284794701,0.2661993020827176,-0.8559763480250739,0.2510010521863515,0.11504544282362339,-0.8677476060037146,0.4285394883397047,-0.028161306983406353,-0.9392389120241735,10741283,4,-0.009593994083154311
141,0.42841266611226736,0.5800858267036302,-0.48761387162523506,0.4664339698902391,0.3068822356701031,-0.8686187988444123,0.37789937293425235,0.18797942748819918,-0.8701469894931234,0.5046328247866232,0.05139712181718159,-0.8743152848086995,10741283,4,-0.009593994083154311
142,0.504417227000026,0.6267125246739749,-0.5314346946322352,0.5300733636053918,0.3572815026430667,-0.7726333953428562,0.46668761434511397,0.22515791766917914,-0.8573778735414714,0.5929518239560125,0.1493828338510057,-0.8164613970339063,10741283,4,-0.009593994083154311
143,0.5808149367927016,0.7416522259942422,-0.09816759489853055,0.6691085715166036,0.4746524708175708,-0.3863983625465882,0.5303650547284515,0.2540790085318043,-0.809131051354553,0.7703888023275081,0.3246480083096541,-0.7668075638051994,10741283,4,-0.009593994083154311
144,0.7577319440318424,1.0,0.76501728555632,0.7962478544966816,0.526293561148778,-0.6690192473091296,0.6565404887801902,0.3121373324576697,-0.5347234918449026,0.87215095760249,0.4426285889117314,-0.438369480703632,10741283,4,-0.009593994083154311
145,-0.6640730946834839,0.2393144870747388,-0.09085058914329058,-0.5827369701024969,-0.33096292597126586,-0.7453731620792592,-0.5827097855688748,-0.2563269383191946,-0.7770808750020719,-0.5826282319680082,-0.3614270013947466,-0.8385699342443352,25623176,4,-0.7955144597712817
146,-0.5827641546361191,-0.16686370599518308,-0.5866253992038479,-0.43227057653431644,-0.8019564822701262,-0.9451049334903958,-0.43224339200069417,-0.8356977230345355,-0.9831550154121762,-0.432216207467072,-0.8936808417100357,-0.9870981254066036,25623176,4,-0.7955144597712817
147,-0.4323113533347003,-0.5437763943962582,-0.8820075869534405,-0.36502963263351906,-0.8163760642276794,-0.9266379075095199,-0.3650024480998969,-0.8807512729654138,-0.9776365060168445,-0.36496167129951307,-0.9312531697552401,-0.9749748119688388,25623176,4,-0.7955144597712817
148,-0.36505681716714133,-0.46510678280415574,-0.8896578621127647,-0.2835711776511829,-0.7501563350348477,-0.9547076623948622,-0.2835439931175606,-0.8513499482606441,-0.9774680229550528,-0.2834760317835545,-0.9108956398763955,-0.977050559118246,25623176,4,-0.7955144597712817
149,-0.28361195445166554,-0.2935213990176193,-0.7330166630145295,-0.2018952463999678,-0.6654213147146992,-0.9143880950469657,-0.20186806186634565,-0.7927063911738466,-0.958430145256637,-0.20178650826547917,-0.8671670142636682,-0.9660568804192637,25623176,4,-0.7955144597712817
150,-0.20192243093359008,-0.21591350038084678,-0.705261977846364,-0.10655908700632066,-0.5817158223211154,-0.8585748652977071,-0.10653190247269828,-0.6933178709328707,-0.9419601082232764,-0.10646394113869229,-0.8496757320073351,-0.9716041598539421,25623176,4,-0.7955144597712817
151,-0.10658627153994282,-0.11524252809488911,-0.2662601881381591,0.02930921200970915,-0.4452813282754329,-0.8985268926177695,0.02933639654333131,-0.584797986529989,-0.9629009371720765,0.029377173343715146,-0.7143025788262556,-0.974608406083424,25623176,4,-0.7955144597712817
152,0.02928202747608699,0.025890969327010183,-0.6362889191452056,0.1379250160749792,-0.37472118914035246,-0.8174767563505214,0.13795220060860136,-0.4881683490869474,-0.8824897182305327,0.13799297740908423,-0.690014901309798,-0.9236471645028278,25623176,4,-0.7955144597712817
153,-0.8497382911471937,0.24537443583844953,-0.270662800209419,-0.7716709639163986,-0.13868206728123056,-0.7056123131921307,-0.8493990381791432,0.0747921871072248,-0.6071051572594046,-0.8484204238481918,0.0627720652801278,-0.3144836456318296,15894102,4,-0.33882541238674213
154,-0.772049361457744,0.07986298663399904,-0.5849882869494698,-0.6673898208061914,-0.2372377780819266,-0.8356738442872587,-0.7597188208872816,-0.05168406232888201,-0.7324237192819882,-0.7594056643013962,-0.05297860948356681,-0.5581457617201498,15894102,4,-0.33882541238674213
155,-0.6425460649901114,-0.15653911071087168,-0.866066841434883,-0.6150274300027325,-0.2840679449382575,-0.8596760714748509,-0.6424286312704162,-0.2145694616571414,-0.8349931204821621,-0.6419197518183404,-0.20128443037299526,-0.7778355098977952,15894102,4,-0.33882541238674213
156,-0.5889832406073456,-0.2149435350991773,-0.9045592967833216,-0.48536755524220443,-0.3776332579881584,-0.8903845421654167,-0.5886570358303302,-0.28216118273220747,-0.8656300508701007,-0.5883438792444448,-0.2613266637352244,-0.8246922665325727,15894102,4,-0.33882541238674213
157,-0.48445418186661826,-0.240815391118804,-0.8965070185438657,-0.40535604754044663,-0.4098260518788537,-0.9061646437004454,-0.48433674814682803,-0.3845547849124933,-0.9019300538886879,-0.48402359156094266,-0.35209044812416235,-0.8540167829024031,15894102,4,-0.33882541238674213
158,-0.40547348126023675,-0.20867717455457369,-0.8817114511332255,-0.2642398610118425,-0.4066290933444542,-0.9273476670419708,-0.40506898733672625,-0.42495056364502437,-0.9081960604456191,-0.39515236211600724,-0.4008016708482237,-0.8739128696897378,15894102,4,-0.33882541238674213
159,-0.2635091623113164,-0.0879270888292848,-0.849705177931794,-0.14516206921700436,-0.3597807948354548,-0.9319236919390672,-0.3534242470426633,-0.4385339212788558,-0.9107196693886184,-0.2750437632259827,-0.4267256017197526,-0.8881113968755422,15894102,4,-0.33882541238674213
160,-0.14527950293669956,0.03306711153192654,-0.856715851665721,-0.05471200865141679,-0.3174087437369729,-0.9053684968609824,-0.2633917285916212,-0.4418115967482863,-0.9312021676494865,-0.2232554928299647,-0.42432692603704647,-0.8961028514470832,15894102,4,-0.33882541238674213
161,-0.054842490562241886,0.10810886892656546,-0.7939273808103011,0.022389752439462063,-0.2823956310403335,-0.8842631554015195,-0.1449532981597791,-0.4061245215825313,-0.9405244772272695,-0.14606239440155566,-0.4131254730338585,-0.9126944648562995,15894102,4,-0.33882541238674213
162,-0.0020625576442374616,0.14682154413493875,-0.7219413592787249,0.1153581138834534,-0.23922004175802913,-0.8764269093133679,-0.0545032375941914,-0.36434717426417906,-0.8951790786898577,-0.054203129199341116,-0.39862432690554683,-0.8987566513117382,15894102,4,-0.33882541238674213
163,0.11524068016366318,0.2098236697064586,-0.6501536444455003,0.16744649267422695,-0.21302412440735918,-0.868257383790476,0.14063246000511387,-0.2890625456053141,-0.8882509333728995,0.02365542697413381,-0.38428544748015847,-0.8858799286676243,15894102,4,-0.33882541238674213
164,0.16714638427937634,0.224464158556003,-0.6652325668325062,0.24568344638904716,-0.17372273606636823,-0.8517472440279789,0.1936211639804386,-0.2667033544237515,-0.8821764296675112,0.14094561659099925,-0.34726557962534554,-0.8703625955995175,15894102,4,-0.33882541238674213
165,0.23279183360217903,0.23864628514438824,-0.6631505065335002,0.33638142258515513,-0.13265897190582987,-0.8248353163117474,0.27089255155534286,-0.22352490734580643,-0.8553881381323474,0.23182626746226243,-0.31233146840481474,-0.8652751352966717,15894102,4,-0.33882541238674213
166,0.2981110781479661,0.2578660830267103,-0.5663369116156771,0.41443570162482035,-0.10147090693156191,-0.7259011798434526,0.36162967232465104,-0.1677880294274896,-0.8023261430606654,0.322889593008586,-0.2710286276144689,-0.8511762092295767,15894102,4,-0.33882541238674213
167,0.3877391026754977,0.2875915960483113,-0.248352529106743,0.41443570162482035,-0.10147090693156191,-0.7259011798434526,0.6361897090270483,-0.02049584667667559,-0.4817192598173998,0.3886655242421191,-0.2394565057132595,-0.7618004178309713,15894102,4,-0.33882541238674213
168,-0.6538100681692209,0.5337469106634705,-0.17142587534830545,-0.5242838679122013,-0.07991021679264776,-0.8599050438725088,-0.5242578403425673,-0.08085750449562967,-0.8602495054150687,-0.5242318127729333,-0.03842711373603158,-0.8247850384310054,16817688,4,-0.30866154309082483
169,-0.5243229092666996,0.09206229040618052,-0.7577926149118714,-0.4711746120849525,-0.11627763661169987,-0.9245516996855702,-0.4711355707305489,-0.12970923216045738,-0.913519754512822,-0.4711095431609149,-0.1317630630326846,-0.8748258761136228,16817688,4,-0.30866154309082483
170,-0.4712006396545865,0.03042798782658762,-0.8643449768474829,-0.41892426605543487,-0.13945711173026232,-0.9193968957160283,-0.418898238485801,-0.16534559589373576,-0.9073457526706195,-0.4188591971313973,-0.19574797240599684,-0.8531297009696324,16817688,4,-0.30866154309082483
171,-0.41895029362506886,0.07690360556768971,-0.838530804734072,-0.3289469578492128,-0.1110811221981759,-0.9396080752094997,-0.3289079164947145,-0.17632522744228263,-0.9346987808893235,-0.32888188892508063,-0.21494562276990004,-0.902970522034906,16817688,4,-0.30866154309082483
172,-0.3289729854188467,0.25562811780635974,-0.8271984327598151,-0.23748607817404443,-0.016450891458327788,-0.8611578889924704,-0.23746005060441044,-0.12490398753063559,-0.8905943191639103,-0.23742100925000698,-0.12016453252855586,-0.8502182706905906,16817688,4,-0.30866154309082483
173,-0.23751210574367843,0.4285370501017247,-0.4494057315332656,-0.13358402021649574,0.10429835424435607,-0.8153002462320484,-0.13355799264686175,-0.029036562764558793,-0.8543257651044192,-0.13353196507722775,-0.010117290351444597,-0.802414345916603,16817688,4,-0.30866154309082483
174,-0.1336230615708992,0.5592166108712631,-0.28204953814388156,-0.05505884264684768,0.19565002815411825,-0.82258170488564,-0.055032815077213804,0.04757374783340551,-0.8497464228850778,-0.054993773722810224,0.01076916887592505,-0.8133035942643931,16817688,4,-0.30866154309082483
175,-0.055084870216481674,0.6734806489837992,-0.19936832183801467,-0.0023400003640136058,0.24974615407113943,-0.8055895576935544,-0.002313972794379615,0.09166892841641916,-0.8345658848971804,-0.0022879452247457355,0.014957147442378194,-0.786431533232953,16817688,4,-0.30866154309082483
176,0.08707771509522044,0.7881349520862071,-0.10652396358166827,0.08710374266485443,0.3262070079610211,-0.7271319264810177,0.08712977023448842,0.15221030162209126,-0.776945614412117,0.0871688115889866,0.014072494615574804,-0.8001065272626595,16817688,4,-0.30866154309082483
177,-0.8439302019578425,0.5721810078705891,0.1202526902311658,-0.6419678172081458,0.33043409224807263,-0.4428013621495268,-0.6419320589955846,0.17461388439802117,-0.4392816906256801,-0.6418724619745335,0.07406491317351716,-0.6432145362622533,15611584,4,0.741639183484323
178,-0.641991656016549,0.4759373483512088,-0.45863102326935723,-0.5586035042396101,0.12389536960103165,-0.7631748867803821,-0.558579665431207,-0.017043823830761085,-0.7884196254460487,-0.5585081490059978,-0.08775272393752453,-0.8192622786658856,15611584,4,0.741639183484323
179,-0.5586273430480132,0.4490434845218252,-0.6029081008610393,-0.47517959425002343,0.0019836239523285393,-0.8224823973519662,-0.4751557554417071,-0.15188167942212105,-0.8831453709710702,-0.475096158420656,-0.21188775435675877,-0.8981819845032857,15611584,4,0.741639183484323
180,-0.4752153524626713,0.4435868333527704,-0.6824556659177101,-0.3908378901372219,0.0007740155613358279,-0.8769403719834203,-0.39081405132881897,-0.18110216942923696,-0.9164864179225977,-0.3907902125204158,-0.22937555158281364,-0.9251816952626105,15611584,4,0.741639183484323
181,-0.3804918472923713,0.4723842344184406,-0.7297111557951474,-0.3804680084839682,0.006854323655577144,-0.8835632541460516,-0.38044416967556505,-0.1786854438568607,-0.9197530659565902,-0.3803845726546008,-0.22803548618861613,-0.926424085965289,15611584,4,0.741639183484323
182,-0.32019158144907867,0.5105568457368697,-0.7196122292979639,-0.3201558232365175,0.0577538514669802,-0.8924090132801858,-0.3201319844281143,-0.15056516557205746,-0.9225160563927945,-0.32007238740706334,-0.22222510596935774,-0.9249082676756194,15611584,4,0.741639183484323
183,-0.3090707773313449,0.5188212909629937,-0.7136820809030782,-0.309035019118697,0.07027448852949725,-0.8937974049898586,-0.30901118031029395,-0.1430186002616568,-0.9247142263462156,-0.3089515832893297,-0.22018774532626584,-0.9287651916479804,15611584,4,0.741639183484323
184,-0.29716329253639673,0.5279747995668513,-0.7059900536644865,-0.29713945372799366,0.08467649263047772,-0.8905773898826532,-0.2971156149195906,-0.13413988584209136,-0.923469999221857,-0.2970798567070294,-0.21679672044287268,-0.9291373365943051,15611584,4,0.741639183484323
185,-0.24954527276102223,0.5669304138497699,-0.664278142247806,-0.2495095145483741,0.14767504162224898,-0.8441045776291926,-0.24948567573997105,-0.09098366783316214,-0.8940269698430127,-0.24946183693156798,-0.18800702411089087,-0.9001794864059249,15611584,4,0.741639183484323
186,-0.200568440906846,0.6088295307555869,-0.6132179951252987,-0.2005326826942847,0.2049839192335703,-0.8011106621614021,-0.20050884388588175,-0.042304162487465824,-0.8725236905138283,-0.20044924686483057,-0.13926350228534212,-0.8716677220043112,15611584,4,0.741639183484323
187,-0.034388107562871584,0.742888804412251,-0.4774100877228403,-0.03436426875455534,0.3657615647789898,-0.7064715322319846,-0.03434042994615227,0.12648755678216994,-0.7905239757364058,-0.03430467173350438,0.05100960273653232,-0.7842520068813263,15611584,4,0.741639183484323
188,0.04867822030066904,0.7997222463690861,-0.41113801582073073,0.048702059109072104,0.4445417742902278,-0.7229697343576968,0.04872589791747517,0.1855950666325934,-0.837724569457383,0.04879741434268414,0.0923685489388566,-0.8333803120147933,15611584,4,0.741639183484323
189,0.0973093894330439,0.8299020665018244,-0.347870089009358,0.09734514764560531,0.4910363429151896,-0.6090732902811478,0.09736898645400816,0.22017729912994022,-0.7719196893510221,0.09742858347497263,0.09299037985598613,-0.8082472194920547,15611584,4,0.741639183484323
190,0.33482735690859045,0.9654243383361691,0.3006644318702969,0.16842055488491714,0.5545766885270769,-0.2688288110207384,0.16844439369331998,0.27313905235765623,-0.5405004129194537,0.16851591011844258,0.07142392911953821,-0.7036667226332103,15611584,4,0.741639183484323
191,-0.5338262034924929,-0.5192803640203112,-0.9156096756443749,-0.9234988630255251,0.47708275113751797,0.6457493595358155,-0.6552347311129532,0.3143835564947497,0.40051345499266855,-0.7766701726168287,-0.013037521008321784,-0.18507104373457195,13643830,4,-0.685374805965501
192,-0.42643980907751156,-0.7476848510660894,-0.9443145166637028,-0.5335705216010256,-0.6447924736705102,-0.948680367255526,-0.4147053559535304,-0.8922598286993118,-0.9979965247076199,-0.560659345154555,-0.4655385572905587,-0.9400861747584651,13643830,4,-0.685374805965501
193,-0.37255821468684736,-0.6840352774118701,-0.9907058440457313,-0.4263456104859492,-0.8892639611944542,-0.9619567005977931,-0.36090450321281864,-0.9154778806927116,-0.9754739384030605,-0.5345797922251869,-0.5095677636042006,-0.9771009477075138,13643830,4,-0.685374805965501
194,-0.3053138772318361,-0.4930945060367752,-0.979224326345465,-0.37241018832865014,-0.8919871636136394,-0.98584101278694,-0.2939023907075671,-0.8598306844024013,-0.9983436959006073,-0.4261302994195073,-0.6403227162038225,-0.9951979147841072,13643830,4,-0.685374805965501
195,-0.21107491481475993,-0.2557208898953993,-0.9669556505642171,-0.3052331355818836,-0.8211795807401763,-0.9840042242163196,-0.1999460240652755,-0.7177808381025499,-0.9858905013225472,-0.37169697042088334,-0.6603747601448146,-0.9992788191369,13643830,4,-0.685374805965501
196,-0.1446783646841029,-0.14047989463283617,-0.8713565497542903,-0.21302617135493573,-0.6539974392928394,-0.9763800050901266,-0.14373637876818635,-0.6183932169338944,-0.9922526264657509,-0.3048563412155366,-0.6514651597729645,-0.9936674806591006,13643830,4,-0.685374805965501
197,-0.01231588655557525,-0.004241530299654683,-0.8296066473759984,-0.14453033832580775,-0.5390265313717233,-0.9705933367600528,-0.05004915095906992,-0.47860363416367646,-0.9777887151130857,-0.2127570325217607,-0.6421921429417106,-0.9928968955369598,13643830,4,-0.685374805965501
198,0.08166739396993594,0.03261640949691591,-0.8978242506346183,-0.05050668697536942,-0.43091528860077966,-0.9260714714463105,0.0438130170916593,-0.3687859604690291,-0.9742328364657256,-0.14436885502600072,-0.6305794481423321,-0.9986138273872387,13643830,4,-0.685374805965501
199,0.15045927971545847,0.0690304714547425,-0.8996557625234584,0.04359770602511959,-0.3507205050988321,-0.9677300441552857,0.11209353905424746,-0.31113965470143934,-0.9442050039815112,-0.04986075377584742,-0.6158119152049958,-0.9932455486804395,13643830,4,-0.685374805965501
200,0.21880708638638935,0.09084222196886094,-0.8453826671296841,0.11182440022107243,-0.2959041757484574,-0.9419205974285815,0.19196048778261932,-0.2580019660934495,-0.9382910315698755,0.04406869898312671,-0.6263812091472737,-1.0,13643830,4,-0.685374805965501
201,0.33744348402573454,0.15151478508598282,-0.8377925098285184,0.1915029517663196,-0.21260972366694175,-0.9256307567409588,0.3248343296939835,-0.2134305142320556,-0.8946983654680897,0.14969223404105647,-0.620740141495967,-0.9943206965881952,13643830,4,-0.685374805965501
202,0.4202978738017613,0.17870889721734873,-0.8084036507002781,0.3245651908609064,-0.14711803218523656,-0.8126637554348942,0.394083751455806,-0.13883540814860262,-0.921866551778703,0.219251165460981,-0.5976586841898957,-0.9934854208769538,13643830,4,-0.685374805965501
203,0.5271729044337101,0.2603581669986266,-0.8281394404080998,0.39362621543950627,-0.1056639717979534,-0.899837450205541,0.4476558361883678,-0.11479162499077722,-0.9265862521939885,0.32554754760175064,-0.5403684688276436,-0.985296354830981,13643830,4,-0.685374805965501
204,0.5950093473217064,0.30833182625239197,-0.8019080076429801,0.4471983001720683,-0.0669490980259122,-0.9046649437300733,0.5411412098726518,-0.06545681935839431,-0.9313691081896576,0.41830624643665826,-0.45453231584744014,-0.9749619204681345,13643830,4,-0.685374805965501
205,0.7281119572412207,0.44941132919935933,-0.5114708442795535,0.5410470112810897,-0.009064310469707682,-0.9102080893961781,0.6617423209937829,0.003821296562031229,-0.8214951262248018,0.5276169835083999,-0.31848903270965934,-0.9670628177801149,13643830,4,-0.685374805965501
206,0.7832315902642939,0.4857142005302395,-0.5114747858494043,0.6615270099273411,0.059367728022300836,-0.7383986783450688,0.755671773752757,0.042910122321034194,-0.9091029431618909,0.6613251558025088,-0.15301508433180067,-0.9132829216927334,13643830,4,-0.685374805965501
207,0.876003746040811,0.49808405543239265,-0.6014747061860677,0.7553218932697274,0.11451261717412153,-0.8729474604065319,0.8622238377849938,0.1162611890401739,-0.8271404251726218,0.7564253624854511,-0.03962856695799377,-0.9324820818021775,13643830,4,-0.685374805965501
